Report ID,Report Channel,Customer Name,State Key,Ticket Open Time,Ticket Resp Time,Issue Res Time,Fault Type,Operator,Ticket Close Time,Ticket Status,Business Status
AXA-20201227-3864-EVOICE,CH01,Transnational,NGS012,2020/12/27 11:00:28,2020/12/27 11:08:03,2020/12/27 12:48:25,Customers End,Myers, 2020/12/27 18:20:07,Completed,Closed
AXA-20201203-3865-C95,CH04,BetSan,NGS001,2020/12/03 12:01:16,2020/12/03 12:03:59,2020/12/03 17:07:32,Customers End,Myers, 2020/12/03 22:28:27,Completed,Closed
AXA-20201203-3866-WiFi8,CH01,BetSan,NGS009,2020/12/03 11:10:40,2020/12/03 11:15:11,2020/12/03 14:21:54,Customers End,Sherifat, 2020/12/03 17:46:12,Completed,Closed
AXA-20201216-3867-WLESS,CH04,Fizer,NGS029,2020/12/16 10:28:32,2020/12/16 10:30:45,2020/12/16 14:49:00,Routine Service,Popoola, 2020/12/16 18:41:19,Completed,Closed
AXA-20201228-3868-HSE,CH02,Arik,NGS015,2020/12/28 11:51:33,2020/12/28 11:54:44,2020/12/28 16:24:16,#N/A,John, 2020/12/28 20:03:39,Completed,Closed
AXA-20201210-3869-MCON,CH05,Nabett,NGS024,2020/12/10 8:56:44,2020/12/10 09:06:03,2020/12/10 11:30:21,Line damage,Habeeb, 2020/12/10 14:43:15,Completed,Closed
AXA-20201206-3870-WiFi4,CH03,BetSan,NGS010,2020/12/06 9:44:48,2020/12/06 09:46:09,2020/12/06 09:51:24,Customers End,Sherifat, 2020/12/06 13:06:53,Completed,Closed
AXA-20201209-3871-WLESS,CH03,Lemway,NGS001,2020/12/09 8:03:52,2020/12/09 08:07:10,2020/12/09 10:49:15,Line damage,Bola, 2020/12/09 15:01:49,Completed,Closed
AXA-20201215-3872-WiFi5,CH03,Lemway,NGS001,2020/12/15 11:33:17,2020/12/15 11:36:59,2020/12/15 15:21:31,Customers End,Amelia, 2020/12/15 21:10:18,Completed,Closed
AXA-20201225-3873-C100,CH06,Jiji,NGS005,2020/12/25 9:07:01,2020/12/25 09:11:27,2020/12/25 11:53:35,#N/A,Paul, 2020/12/25 17:20:10,Completed,Closed
AXA-20201223-3874-WLESS,CH04,ACCNI,NGS019,2020/12/23 10:11:01,2020/12/23 10:16:11,2020/12/23 14:56:17,Line damage,Tunde, 2020/12/23 19:15:05,Completed,Closed
AXA-20201208-3875-MAC,CH04,Ultimate,NGS015,2020/12/08 9:22:45,2020/12/08 09:32:33,2020/12/08 11:45:57,Customers End,John, 2020/12/08 17:38:17,Completed,Closed
AXA-20201221-3876-CBS,CH01,Dan,NGS014,2020/12/21 12:29:32,2020/12/21 12:31:17,2020/12/21 14:48:48,Customers End,Sola, 2020/12/21 20:05:30,Completed,Closed
AXA-20201219-3877-WiFi6,CH03,Kabo,NGS004,2020/12/19 11:12:29,2020/12/19 11:19:06,2020/12/19 12:27:20,Customers End,Sheg, 2020/12/19 17:50:58,Completed,Closed
AXA-20201210-3878-EVOICE,CH04,FoodCo,NGS001,2020/12/10 8:06:48,2020/12/10 08:17:15,2020/12/10 12:35:54,Customers End,Brenda, 2020/12/10 18:06:40,Completed,Closed
AXA-20201205-3879-WiFi8,CH05,BetSan,NGS018,2020/12/05 11:04:35,2020/12/05 11:08:06,2020/12/05 16:21:40,Customers End,John, 2020/12/05 22:04:26,Completed,Closed
AXA-20201214-3880-WiFi8,CH06,Zercom,NGS014,2020/12/14 10:15:41,2020/12/14 10:20:48,2020/12/14 15:49:57,Customers End,Bola, 2020/12/14 21:43:17,Completed,Closed
AXA-20201225-3881-EVOICE,CH04,Budelak,NGS003,2020/12/25 8:22:53,2020/12/25 08:31:30,2020/12/25 08:48:58,Customers End,Bola, 2020/12/25 12:35:11,Completed,Closed
AXA-20201204-3882-ICS,CH04,Geotextile,NGS012,2020/12/04 12:56:08,2020/12/04 13:06:28,2020/12/04 14:28:44,hardware failure,Popoola, ,Active,Open
AXA-20201213-3883-MCON,CH05,WetinLas,NGS010,2020/12/13 9:09:06,2020/12/13 09:19:34,2020/12/13 14:50:11,Customers End,Sherifat, 2020/12/13 19:24:02,Completed,Closed
AXA-20201226-3884-ICS,CH04,Jumlaa,NGS015,2020/12/26 10:47:42,2020/12/26 10:58:11,2020/12/26 11:32:14,Line damage,Popoola, 2020/12/26 17:16:31,Completed,Closed
AXA-20201207-3885-VOICE,CH03,Jiji,NGS015,2020/12/07 10:09:41,2020/12/07 10:13:47,2020/12/07 14:54:57,#N/A,Goodluck, 2020/12/07 20:22:12,Completed,Closed
AXA-20201226-3886-CBS,CH05,Lemway,NGS018,2020/12/26 14:26:02,2020/12/26 14:30:14,2020/12/26 18:12:50,Customers End,Sekina, 2020/12/26 21:57:31,Completed,Closed
AXA-20201207-3887-CBS,CH06,ROCAD,NGS029,2020/12/07 14:22:07,2020/12/07 14:23:32,2020/12/07 19:51:58,Customers End,Habeeb, 2020/12/08 01:41:39,Completed,Closed
AXA-20201203-3888-WiFi9,CH02,Homebiz,NGS024,2020/12/03 13:09:22,2020/12/03 13:12:04,2020/12/03 15:30:29,Customers End,John, 2020/12/03 21:17:51,Completed,Closed
AXA-20201218-3889-C95,CH06,SupaTram,NGS006,2020/12/18 12:49:04,2020/12/18 12:54:51,2020/12/18 18:07:15,Customers End,Jonathan, 2020/12/18 23:34:45,Completed,Closed
AXA-20201226-3890-HSE,CH01,PWAN,NGS032,2020/12/26 10:23:03,2020/12/26 10:26:13,2020/12/26 10:45:52,Customers End,Myers, ,Active,Open
AXA-20201202-3891-HSE,CH03,Kabo,NGS005,2020/12/02 15:38:40,2020/12/02 15:46:17,2020/12/02 21:12:21,#N/A,Kingsley, 2020/12/03 00:26:02,Completed,Closed
AXA-20201212-3892-WiFi5,CH02,Transnational,NGS002,2020/12/12 11:28:50,2020/12/12 11:38:55,2020/12/12 15:46:14,Customers End,Segun, 2020/12/12 19:30:39,Completed,Closed
AXA-20201219-3893-WiFi6,CH04,Tidel,NGS015,2020/12/19 8:53:42,2020/12/19 08:58:30,2020/12/19 10:07:03,Customers End,Sola, 2020/12/19 13:40:57,Completed,Closed
AXA-20201201-3894-WiFi3,CH02,Dan,NGS004,2020/12/01 9:22:19,2020/12/01 09:24:46,2020/12/01 10:03:26,Routine Service,John, ,Active,Open
AXA-20201228-3895-MAC,CH03,BetSan,NGS025,2020/12/28 14:28:09,2020/12/28 14:28:30,2020/12/28 14:48:45,hardware failure,Sherifat, ,Active,Open
AXA-20201225-3896-C95,CH04,Kabo,NGS010,2020/12/25 13:14:03,2020/12/25 13:15:18,2020/12/25 18:32:49,Customers End,Sekina, 2020/12/26 00:14:34,Completed,Closed
AXA-20201215-3897-C100,CH06,BetSan,NGS011,2020/12/15 15:25:02,2020/12/15 15:34:39,2020/12/15 18:05:45,Customers End,Jennifer, 2020/12/15 22:19:33,Completed,Closed
AXA-20201207-3898-C95,CH01,Union,NGS011,2020/12/07 9:09:12,2020/12/07 09:12:35,2020/12/07 11:29:11,Routine Service,Bukky, 2020/12/07 17:12:24,Completed,Closed
AXA-20201214-3899-WiFi8,CH01,Jiji,NGS029,2020/12/14 10:23:19,2020/12/14 10:26:58,2020/12/14 15:41:15,Customers End,Sekina, ,Active,Open
AXA-20201225-3900-HSE,CH05,Jiji,NGS018,2020/12/25 15:47:30,2020/12/25 15:50:39,2020/12/25 17:25:42,Routine Service,Myers, 2020/12/25 23:14:29,Completed,Closed
AXA-20201205-3901-WiFi3,CH01,Transnational,NGS036,2020/12/05 13:24:06,2020/12/05 13:25:27,2020/12/05 17:05:03,Routine Service,Kola, 2020/12/05 20:51:49,Completed,Closed
AXA-20201204-3902-HSE,CH03,WetinLas,NGS012,2020/12/04 11:00:23,2020/12/04 11:04:00,2020/12/04 15:26:39,#N/A,Goodluck, 2020/12/04 19:13:15,Completed,Closed
AXA-20201219-3903-HSE,CH04,CCD,NGS033,2020/12/19 11:55:12,2020/12/19 12:04:29,2020/12/19 16:36:32,Line damage,Jonathan, 2020/12/19 22:05:18,Completed,Closed
AXA-20201222-3904-WiFi9,CH05,Alumaco,NGS005,2020/12/22 14:59:07,2020/12/22 15:09:24,2020/12/22 17:28:04,Customers End,Atiku, 2020/12/22 21:21:43,Completed,Closed
AXA-20201201-3905-WiFi10,CH05,BetSan,NGS005,2020/12/01 14:47:45,2020/12/01 14:48:30,2020/12/01 16:51:42,Customers End,Sheg, 2020/12/01 20:17:00,Completed,Closed
AXA-20201212-3906-C95,CH06,CCD,NGS007,2020/12/12 12:28:13,2020/12/12 12:30:56,2020/12/12 14:37:02,Line damage,Segun, ,Active,Open
AXA-20201201-3907-HSE,CH03,Nabett,NGS033,2020/12/01 11:13:03,2020/12/01 11:15:41,2020/12/01 15:19:44,hardware failure,Bukky, ,Terminated,Terminated
AXA-20201228-3908-WiFi6,CH06,ShopLite,NGS034,2020/12/28 9:24:03,2020/12/28 09:33:45,2020/12/28 10:51:57,hardware failure,Atiku, 2020/12/28 16:33:44,Completed,Closed
AXA-20201217-3909-WLESS,CH06,MIEC,NGS009,2020/12/17 10:32:18,2020/12/17 10:39:45,2020/12/17 13:03:47,Routine Service,Habeeb, 2020/12/17 18:41:11,Completed,Closed
AXA-20201226-3910-ICS,CH05,Jacobs,NGS031,2020/12/26 9:07:47,2020/12/26 09:09:27,2020/12/26 10:13:39,Customers End,Kingsley, 2020/12/26 15:44:15,Completed,Closed
AXA-20201202-3911-WiFi8,CH04,BetSan,NGS003,2020/12/02 9:51:31,2020/12/02 09:52:13,2020/12/02 10:52:30,Customers End,Segun, 2020/12/02 14:23:57,Completed,Closed
AXA-20201228-3912-MAC,CH06,Union,NGS005,2020/12/28 10:31:55,2020/12/28 10:32:02,2020/12/28 12:40:48,Customers End,Atiku, 2020/12/28 18:07:40,Completed,Closed
AXA-20201222-3913-WLESS,CH05,Dan,NGS019,2020/12/22 12:26:45,2020/12/22 12:34:33,2020/12/22 16:06:11,Routine Service,Sherifat, 2020/12/22 20:50:05,Completed,Closed
AXA-20201214-3914-WLESS,CH06,BetSan,NGS010,2020/12/14 14:05:36,2020/12/14 14:15:16,2020/12/14 16:55:52,Customers End,Tunde, 2020/12/14 22:12:48,Completed,Closed
AXA-20201228-3915-HSE,CH02,ROCAD,NGS001,2020/12/28 11:21:05,2020/12/28 11:30:45,2020/12/28 12:12:55,Routine Service,Atiku, 2020/12/28 16:26:33,Completed,Closed
AXA-20201209-3916-WLESS,CH05,Jiji,NGS033,2020/12/09 8:49:30,2020/12/09 08:52:58,2020/12/09 13:28:17,Customers End,John, 2020/12/09 19:00:05,Completed,Closed
AXA-20201228-3917-WiFi4,CH06,Jara,NGS001,2020/12/28 15:37:26,2020/12/28 15:41:06,2020/12/28 20:14:50,Routine Service,Sherifat, 2020/12/29 00:36:14,Completed,Closed
AXA-20201204-3918-ICS,CH03,Trifarms,NGS009,2020/12/04 11:42:14,2020/12/04 11:47:55,2020/12/04 14:24:36,Customers End,Habeeb, 2020/12/04 19:49:10,Completed,Closed
AXA-20201206-3919-WLESS,CH03,Transnational,NGS027,2020/12/06 14:10:36,2020/12/06 14:17:18,2020/12/06 16:45:00,Line damage,Habeeb, 2020/12/06 20:15:12,Completed,Closed
AXA-20201214-3920-C95,CH05,International,NGS001,2020/12/14 12:12:56,2020/12/14 12:23:42,2020/12/14 13:29:15,Customers End,Sekina, 2020/12/14 19:19:46,Completed,Closed
AXA-20201208-3921-HSE,CH03,Cassava,NGS003,2020/12/08 13:04:28,2020/12/08 13:11:56,2020/12/08 14:12:01,Line damage,Sekina, 2020/12/08 19:56:45,Completed,Closed
AXA-20201218-3922-VOICE,CH05,ValueNaija,NGS028,2020/12/18 9:39:16,2020/12/18 09:48:00,2020/12/18 14:08:13,Customers End,Tunde, 2020/12/18 20:01:49,Completed,Closed
AXA-20201208-3923-C100,CH05,Wichtech,NGS001,2020/12/08 11:59:14,2020/12/08 12:09:38,2020/12/08 16:51:41,Routine Service,Paul, 2020/12/08 20:26:34,Completed,Closed
AXA-20201211-3924-WiFi6,CH06,BetSan,NGS008,2020/12/11 14:34:57,2020/12/11 14:39:23,2020/12/11 19:11:59,Customers End,Tunde, 2020/12/11 23:37:13,Completed,Closed
AXA-20201215-3925-WiFi7,CH05,FoodCo,NGS032,2020/12/15 12:02:15,2020/12/15 12:10:03,2020/12/15 17:18:34,Routine Service,Sekina, 2020/12/15 22:52:07,Completed,Closed
AXA-20201224-3926-WiFi6,CH02,Lemway,NGS028,2020/12/24 14:10:57,2020/12/24 14:15:04,2020/12/24 16:50:38,Customers End,Popoola, 2020/12/24 21:43:59,Completed,Closed
AXA-20201223-3927-WiFi7,CH04,Computek,NGS018,2020/12/23 9:26:50,2020/12/23 09:28:38,2020/12/23 13:41:15,Support network failures,Mary, 2020/12/23 17:14:53,Completed,Closed
AXA-20201204-3928-WiFi9,CH02,Zercom,NGS022,2020/12/04 11:01:09,2020/12/04 11:09:25,2020/12/04 11:42:52,Customers End,Bola, 2020/12/04 15:02:25,Completed,Closed
AXA-20201206-3929-WiFi4,CH05,Transnational,NGS007,2020/12/06 13:17:04,2020/12/06 13:24:23,2020/12/06 17:04:56,Customers End,Brenda, 2020/12/06 22:46:17,Completed,Closed
AXA-20201222-3930-WiFi8,CH06,Transnational,NGS010,2020/12/22 10:35:22,2020/12/22 10:41:29,2020/12/22 13:19:58,Line damage,Tunde, 2020/12/22 18:32:19,Completed,Closed
AXA-20201203-3931-C95,CH02,Onehyr,NGS023,2020/12/03 11:11:36,2020/12/03 11:12:51,2020/12/03 16:29:04,Support network failures,Jonathan, 2020/12/03 19:53:55,Completed,Closed
AXA-20201218-3932-EVOICE,CH03,Dang,NGS012,2020/12/18 14:59:24,2020/12/18 15:00:12,2020/12/18 20:01:27,Routine Service,Atiku, 2020/12/19 00:48:15,Completed,Closed
AXA-20201212-3933-WiFi3,CH04,Best Land,NGS025,2020/12/12 12:40:29,2020/12/12 12:46:55,2020/12/12 18:09:07,#N/A,Brenda, 2020/12/12 23:01:58,Completed,Closed
AXA-20201212-3934-HSE,CH04,NTAS,NGS019,2020/12/12 10:10:59,2020/12/12 10:18:30,2020/12/12 16:02:51,Routine Service,Brenda, 2020/12/12 20:15:41,Completed,Closed
AXA-20201205-3935-WiFi11,CH01,ShopLite,NGS029,2020/12/05 11:29:29,2020/12/05 11:32:53,2020/12/05 14:44:20,Customers End,Jonathan, 2020/12/05 19:28:37,Completed,Closed
AXA-20201212-3936-WLESS,CH06,MIEC,NGS015,2020/12/12 8:30:28,2020/12/12 08:40:39,2020/12/12 08:47:03,Line damage,Bola, 2020/12/12 12:08:59,Completed,Closed
AXA-20201211-3937-HSE,CH05,BetSan,NGS001,2020/12/11 14:52:47,2020/12/11 14:58:10,2020/12/11 15:09:43,Customers End,Sheg, 2020/12/11 19:38:02,Completed,Closed
AXA-20201206-3938-WiFi7,CH01,Mav,NGS010,2020/12/06 15:36:04,2020/12/06 15:37:40,2020/12/06 16:17:27,Customers End,Bola, 2020/12/06 21:35:43,Completed,Closed
AXA-20201213-3939-C95,CH04,BetBoss,NGS029,2020/12/13 11:00:00,2020/12/13 11:06:11,2020/12/13 11:16:41,#N/A,Bola, 2020/12/13 16:10:18,Completed,Closed
AXA-20201228-3940-MCON,CH04,Gmicord,NGS004,2020/12/28 13:42:56,2020/12/28 13:46:30,2020/12/28 18:07:52,Customers End,Amelia, 2020/12/28 21:34:26,Completed,Closed
AXA-20201226-3941-WiFi11,CH01,FoodCo,NGS004,2020/12/26 11:38:07,2020/12/26 11:39:22,2020/12/26 14:54:33,Customers End,Amelia, 2020/12/26 19:37:05,Completed,Closed
AXA-20201219-3942-WiFi4,CH05,ACCNI,NGS036,2020/12/19 11:24:57,2020/12/19 11:30:19,2020/12/19 11:44:28,Routine Service,Habeeb, 2020/12/19 17:06:22,Completed,Closed
AXA-20201218-3943-ICS,CH05,PWAN,NGS003,2020/12/18 13:59:42,2020/12/18 14:03:22,2020/12/18 17:17:51,Customers End,Tunde, 2020/12/18 22:40:03,Completed,Closed
AXA-20201205-3944-MCON,CH06,Computek,NGS026,2020/12/05 15:02:13,2020/12/05 15:10:33,2020/12/05 20:54:40,#N/A,Kachi, 2020/12/06 01:07:17,Completed,Closed
AXA-20201206-3945-WiFi8,CH03,International,NGS034,2020/12/06 11:25:33,2020/12/06 11:25:49,2020/12/06 15:06:51,#N/A,Habeeb, 2020/12/06 19:36:40,Completed,Closed
AXA-20201222-3946-C100,CH02,Transnational,NGS025,2020/12/22 10:31:12,2020/12/22 10:31:55,2020/12/22 15:17:06,Line damage,Sherifat, 2020/12/22 20:39:18,Completed,Closed
AXA-20201203-3947-WLESS,CH03,FoodCo,NGS015,2020/12/03 9:36:35,2020/12/03 09:42:42,2020/12/03 12:50:29,#N/A,Jennifer, 2020/12/03 17:32:51,Completed,Closed
AXA-20201211-3948-CBS,CH04,International,NGS034,2020/12/11 15:33:58,2020/12/11 15:34:34,2020/12/11 17:57:58,Routine Service,Goodluck, 2020/12/11 21:33:11,Completed,Closed
AXA-20201224-3949-WiFi4,CH05,International,NGS033,2020/12/24 9:15:41,2020/12/24 09:18:16,2020/12/24 11:45:24,Customers End,Jennifer, 2020/12/24 15:58:55,Completed,Closed
AXA-20201201-3950-WiFi10,CH05,ShopLite,NGS002,2020/12/01 8:02:23,2020/12/01 08:02:50,2020/12/01 08:38:55,Customers End,Amelia, 2020/12/01 12:54:33,Completed,Closed
AXA-20201212-3951-WiFi8,CH01,Cejex,NGS024,2020/12/12 15:57:13,2020/12/12 16:03:26,2020/12/12 18:19:03,#N/A,Jennifer, 2020/12/13 00:01:39,Completed,Closed
AXA-20201227-3952-WLESS,CH06,Pentacept,NGS018,2020/12/27 13:12:52,2020/12/27 13:23:38,2020/12/27 19:03:19,Customers End,Ore, 2020/12/27 23:15:34,Completed,Closed
AXA-20201215-3953-WiFi4,CH02,Jacobs,NGS010,2020/12/15 14:52:32,2020/12/15 14:53:40,2020/12/15 20:20:15,Customers End,Bola, 2020/12/15 23:32:53,Completed,Closed
AXA-20201214-3954-WiFi10,CH02,International,NGS019,2020/12/14 11:02:29,2020/12/14 11:11:05,2020/12/14 16:38:12,Routine Service,John, 2020/12/14 19:53:58,Completed,Closed
AXA-20201215-3955-WiFi11,CH01,BetBoss,NGS019,2020/12/15 11:28:50,2020/12/15 11:35:27,2020/12/15 13:43:47,Routine Service,Jonathan, 2020/12/15 17:05:38,Completed,Closed
AXA-20201226-3956-VOICE,CH04,Jotna,NGS036,2020/12/26 9:45:14,2020/12/26 09:52:36,2020/12/26 15:20:45,Customers End,Popoola, 2020/12/26 19:11:59,Completed,Closed
AXA-20201220-3957-WiFi4,CH03,CCD,NGS007,2020/12/20 8:14:02,2020/12/20 08:18:25,2020/12/20 11:42:05,Routine Service,Jennifer, 2020/12/20 17:13:55,Completed,Closed
AXA-20201208-3958-WiFi10,CH03,Jacobs,NGS024,2020/12/08 8:50:19,2020/12/08 08:51:47,2020/12/08 14:34:52,#N/A,Bola, 2020/12/08 18:10:09,Completed,Closed
AXA-20201222-3959-WLESS,CH03,Ultimate,NGS026,2020/12/22 14:22:04,2020/12/22 14:23:43,2020/12/22 16:23:54,#N/A,Kachi, 2020/12/22 22:16:39,Completed,Closed
AXA-20201218-3960-HSE,CH06,Lemway,NGS008,2020/12/18 15:40:19,2020/12/18 15:44:53,2020/12/18 20:25:05,Customers End,Goodluck, 2020/12/18 23:56:43,Completed,Closed
AXA-20201221-3961-WiFi10,CH05,Kabo,NGS021,2020/12/21 15:18:54,2020/12/21 15:24:34,2020/12/21 16:59:15,Customers End,Popoola, 2020/12/21 21:45:35,Completed,Closed
AXA-20201208-3962-WiFi7,CH04,Alumaco,NGS032,2020/12/08 9:30:20,2020/12/08 09:34:41,2020/12/08 11:44:01,#N/A,John, 2020/12/08 17:28:35,Completed,Closed
AXA-20201207-3963-HSE,CH04,Addide,NGS010,2020/12/07 15:15:56,2020/12/07 15:19:18,2020/12/07 17:23:49,Line damage,Fola, ,Active,Open
AXA-20201206-3964-HSE,CH02,BetSan,NGS007,2020/12/06 10:21:09,2020/12/06 10:23:52,2020/12/06 15:42:57,Support network failures,Jennifer, 2020/12/06 19:55:48,Completed,Closed
AXA-20201222-3965-WiFi6,CH04,Sahad,NGS001,2020/12/22 9:24:39,2020/12/22 09:29:51,2020/12/22 09:52:07,Line damage,Sheg, 2020/12/22 14:07:35,Completed,Closed
AXA-20201216-3966-WiFi5,CH02,Union,NGS007,2020/12/16 11:15:31,2020/12/16 11:22:59,2020/12/16 14:01:18,Customers End,Jonathan, 2020/12/16 19:51:11,Completed,Closed
AXA-20201201-3967-CBS,CH05,ExcluDive,NGS004,2020/12/01 14:33:28,2020/12/01 14:43:38,2020/12/01 15:25:09,#N/A,Kachi, 2020/12/01 21:15:36,Completed,Closed
AXA-20201212-3968-WiFi5,CH02,Transnational,NGS032,2020/12/12 12:13:18,2020/12/12 12:15:25,2020/12/12 15:50:57,Customers End,Jonathan, 2020/12/12 20:07:50,Completed,Closed
AXA-20201201-3969-C95,CH02,Systemtech,NGS007,2020/12/01 10:40:27,2020/12/01 10:42:34,2020/12/01 15:08:21,Customers End,Sheg, 2020/12/01 18:58:53,Completed,Closed
AXA-20201204-3970-WLESS,CH05,Spreadweb,NGS014,2020/12/04 13:09:06,2020/12/04 13:11:49,2020/12/04 18:51:52,Customers End,Segun, ,Active,Open
AXA-20201227-3971-WLESS,CH03,International,NGS001,2020/12/27 9:17:44,2020/12/27 09:21:54,2020/12/27 09:48:21,#N/A,Bola, 2020/12/27 13:16:56,Completed,Closed
AXA-20201209-3972-VOICE,CH06,Arik,NGS033,2020/12/09 15:09:27,2020/12/09 15:19:00,2020/12/09 17:42:17,Line damage,Kingsley, 2020/12/09 23:07:34,Completed,Closed
AXA-20201223-3973-MCON,CH04,BetBoss,NGS028,2020/12/23 9:54:54,2020/12/23 10:03:38,2020/12/23 12:05:25,hardware failure,Goodluck, 2020/12/23 17:43:59,Completed,Closed
AXA-20201223-3974-MAC,CH04,Jiji,NGS001,2020/12/23 11:29:14,2020/12/23 11:34:50,2020/12/23 15:42:59,#N/A,Ore, ,Active,Open
AXA-20201206-3975-WiFi8,CH04,BetSan,NGS010,2020/12/06 12:28:46,2020/12/06 12:30:04,2020/12/06 17:46:12,Customers End,John, 2020/12/06 23:15:42,Completed,Closed
AXA-20201220-3976-ICS,CH05,Goodies,NGS024,2020/12/20 12:20:45,2020/12/20 12:29:19,2020/12/20 15:08:06,Line damage,Amelia, 2020/12/20 19:53:26,Completed,Closed
AXA-20201228-3977-MCON,CH06,Transnational,NGS004,2020/12/28 10:40:38,2020/12/28 10:42:55,2020/12/28 12:11:21,#N/A,Tunde, 2020/12/28 17:32:43,Completed,Closed
AXA-20201208-3978-ICS,CH04,Eversharpmaster,NGS034,2020/12/08 13:14:21,2020/12/08 13:21:09,2020/12/08 13:27:33,Customers End,Boye, 2020/12/08 16:52:56,Completed,Closed
AXA-20201218-3979-WiFi6,CH01,Sahad,NGS005,2020/12/18 12:47:02,2020/12/18 12:47:09,2020/12/18 18:05:33,Customers End,Segun, 2020/12/18 23:34:16,Completed,Closed
AXA-20201205-3980-EVOICE,CH01,NTAS,NGS009,2020/12/05 10:07:33,2020/12/05 10:12:10,2020/12/05 11:36:58,Customers End,Goodluck, ,Terminated,Terminated
AXA-20201216-3981-C100,CH04,BetSan,NGS012,2020/12/16 13:53:10,2020/12/16 13:54:39,2020/12/16 16:12:46,Line damage,Jonathan, 2020/12/16 20:39:41,Completed,Closed
AXA-20201206-3982-ICS,CH02,SupaTram,NGS007,2020/12/06 11:43:14,2020/12/06 11:45:49,2020/12/06 12:05:31,Routine Service,Tunde, 2020/12/06 17:37:49,Completed,Closed
AXA-20201203-3983-WiFi7,CH05,Chanrai's,NGS016,2020/12/03 12:13:48,2020/12/03 12:22:35,2020/12/03 14:40:53,Customers End,Jonathan, 2020/12/03 18:04:29,Completed,Closed
AXA-20201214-3984-WiFi11,CH05,Jacobs,NGS002,2020/12/14 15:48:15,2020/12/14 15:51:02,2020/12/14 16:58:43,Customers End,Bukky, 2020/12/14 21:46:04,Completed,Closed
AXA-20201222-3985-WiFi7,CH04,BAGCO,NGS017,2020/12/22 12:43:09,2020/12/22 12:50:30,2020/12/22 15:28:03,Customers End,Paul, 2020/12/22 20:53:52,Completed,Closed
AXA-20201209-3986-HSE,CH04,Fidelity,NGS009,2020/12/09 15:44:37,2020/12/09 15:46:55,2020/12/09 20:26:26,Customers End,Paul, 2020/12/10 02:15:03,Completed,Closed
AXA-20201226-3987-HSE,CH04,Dan,NGS007,2020/12/26 10:37:01,2020/12/26 10:37:48,2020/12/26 10:44:08,hardware failure,Habeeb, 2020/12/26 15:05:49,Completed,Closed
AXA-20201203-3988-HSE,CH03,FoodCo,NGS029,2020/12/03 13:38:37,2020/12/03 13:39:42,2020/12/03 13:53:58,Line damage,Segun, 2020/12/03 17:10:49,Completed,Closed
AXA-20201217-3989-WLESS,CH04,Trust,NGS010,2020/12/17 9:04:10,2020/12/17 09:14:29,2020/12/17 09:18:17,Customers End,Amelia, 2020/12/17 12:49:32,Completed,Closed
AXA-20201219-3990-WiFi10,CH03,SupaTram,NGS011,2020/12/19 11:32:40,2020/12/19 11:41:25,2020/12/19 17:05:11,Routine Service,John, 2020/12/19 22:38:44,Completed,Closed
AXA-20201209-3991-WLESS,CH03,Jiji,NGS015,2020/12/09 13:18:56,2020/12/09 13:26:31,2020/12/09 15:10:42,Customers End,Kingsley, 2020/12/09 19:41:18,Completed,Closed
AXA-20201222-3992-C95,CH04,CCD,NGS002,2020/12/22 9:13:15,2020/12/22 09:19:38,2020/12/22 09:46:50,Customers End,Boye, 2020/12/22 14:29:11,Completed,Closed
AXA-20201221-3993-C95,CH06,NPS,NGS009,2020/12/21 8:37:02,2020/12/21 08:37:48,2020/12/21 09:39:30,Customers End,Bola, ,Active,Open
AXA-20201228-3994-WiFi7,CH02,ROCAD,NGS002,2020/12/28 13:28:05,2020/12/28 13:29:28,2020/12/28 16:48:30,Line damage,Sherifat, 2020/12/28 20:41:06,Completed,Closed
AXA-20201216-3995-WiFi9,CH06,Spreadweb,NGS008,2020/12/16 12:08:22,2020/12/16 12:12:29,2020/12/16 14:17:42,Customers End,Boye, 2020/12/16 17:32:55,Completed,Closed
AXA-20201211-3996-HSE,CH05,CCD,NGS026,2020/12/11 14:39:35,2020/12/11 14:50:07,2020/12/11 16:10:52,Customers End,Bola, ,Active,Open
AXA-20201225-3997-EVOICE,CH03,Sahad,NGS020,2020/12/25 10:28:53,2020/12/25 10:29:22,2020/12/25 14:53:46,#N/A,Habeeb, 2020/12/25 19:24:31,Completed,Closed
AXA-20201203-3998-WLESS,CH02,Denna,NGS020,2020/12/03 15:10:39,2020/12/03 15:18:54,2020/12/03 15:56:14,Routine Service,Goodluck, 2020/12/03 19:19:36,Completed,Closed
AXA-20201208-3999-EVOICE,CH01,Transnational,NGS004,2020/12/08 15:30:35,2020/12/08 15:38:19,2020/12/08 21:18:50,Customers End,Bola, 2020/12/09 02:31:41,Completed,Closed
AXA-20201202-4000-C95,CH05,Arik,NGS011,2020/12/02 14:14:40,2020/12/02 14:22:18,2020/12/02 19:37:20,#N/A,Jennifer, 2020/12/02 23:09:56,Completed,Closed
AXA-20201224-4001-C95,CH02,MIEC,NGS007,2020/12/24 8:03:21,2020/12/24 08:09:59,2020/12/24 11:27:44,Customers End,Habeeb, 2020/12/24 15:55:56,Completed,Closed
AXA-20201219-4002-WiFi7,CH01,Dan,NGS009,2020/12/19 11:38:47,2020/12/19 11:41:30,2020/12/19 12:11:17,Customers End,Jonathan, 2020/12/19 17:54:54,Completed,Closed
