,report_id,report_channel,customer_name,state_key,ticket_open_time,ticket_resp_time,issue_res_time,fault_type,operator,ticket_close_time,ticket_status,business_status
2941,AXA-20201206-4042-EVOICE,CH06,Pentacept,NGS014,2020-12-06 09:45:43,2020-12-06 09:55:52,2020-12-06 12:02:03,Customers End,Tunde,2020-12-06 17:26:41,Completed,Closed
2942,AXA-20201220-4043-EVOICE,CH03,Lemway,NGS020,2020-12-20 12:50:50,2020-12-20 12:51:09,2020-12-20 16:08:34,Unknown,Habeeb,2020-12-20 21:40:56,Completed,Closed
2943,AXA-20201216-4044-WLESS,CH05,DailyCook,NGS017,2020-12-16 11:42:26,2020-12-16 11:44:39,2020-12-16 13:04:46,Customers End,Myers,2020-12-16 17:39:59,Completed,Closed
2944,AXA-20201226-4045-WLESS,CH01,Transnational,NGS010,2020-12-26 11:39:30,2020-12-26 11:45:49,2020-12-26 13:18:35,Customers End,Brenda,2020-12-26 18:34:47,Completed,Closed
2945,AXA-20201202-4046-WLESS,CH01,FoodCo,NGS008,2020-12-02 13:58:40,2020-12-02 14:06:23,2020-12-02 19:06:35,Customers End,John,2020-12-02 22:23:30,Completed,Closed
2946,AXA-20201201-4047-WiFi4,CH06,BetSan,NGS003,2020-12-01 13:53:16,2020-12-01 13:53:41,2020-12-01 16:02:09,Unknown,John,2020-12-01 21:36:31,Completed,Closed
2947,AXA-20201227-4048-ICS,CH06,Jacobs,NGS011,2020-12-27 11:29:22,2020-12-27 11:36:35,2020-12-27 17:12:10,Line damage,Bola,2020-12-27 20:43:21,Completed,Closed
2948,AXA-20201221-4049-MAC,CH06,Denna,NGS034,2020-12-21 15:23:02,2020-12-21 15:24:13,2020-12-21 19:56:43,Customers End,Jonathan,2020-12-22 00:26:59,Completed,Closed
2949,AXA-20201212-4050-WiFi9,CH02,BetSan,NGS028,2020-12-12 14:40:09,2020-12-12 14:45:31,2020-12-12 15:27:12,Line damage,John,2020-12-12 19:39:41,Completed,Closed
2950,AXA-20201220-4051-WiFi7,CH05,ShopLite,NGS028,2020-12-20 15:26:31,2020-12-20 15:35:44,2020-12-20 18:16:57,Routine Service,Atiku,2020-12-20 21:58:40,Completed,Closed
2951,AXA-20201216-4052-WiFi3,CH06,Cassava,NGS019,2020-12-16 14:55:12,2020-12-16 15:00:52,2020-12-16 19:01:20,Routine Service,Paul,2020-12-16 23:48:57,Completed,Closed
2952,AXA-20201219-4053-WiFi10,CH06,Dan,NGS017,2020-12-19 12:08:08,2020-12-19 12:16:23,2020-12-19 14:24:29,Line damage,Bola,2020-12-19 19:55:47,Completed,Closed
2953,AXA-20201223-4054-MAC,CH06,BetSan,NGS002,2020-12-23 10:41:12,2020-12-23 10:43:52,2020-12-23 14:26:17,Customers End,Habeeb,2020-12-23 19:15:41,Completed,Closed
2954,AXA-20201226-4055-ICS,CH06,BetSan,NGS007,2020-12-26 09:25:52,2020-12-26 09:29:27,2020-12-26 14:00:29,Unknown,Sekina,2020-12-26 18:32:06,Completed,Closed
2955,AXA-20201208-4056-C100,CH02,International,NGS022,2020-12-08 15:51:42,2020-12-08 15:55:13,2020-12-08 17:25:55,Customers End,Bola,2020-12-08 21:45:10,Completed,Closed
2956,AXA-20201203-4057-WiFi8,CH06,Sterling,NGS011,2020-12-03 14:44:47,2020-12-03 14:44:52,2020-12-03 20:13:15,Customers End,Sherifat,2020-12-04 00:29:41,Completed,Closed
2957,AXA-20201218-4058-C100,CH03,BetSan,NGS020,2020-12-18 08:12:38,2020-12-18 08:18:02,2020-12-18 11:25:48,Customers End,Amelia,2020-12-18 16:42:27,Completed,Closed
2958,AXA-20201211-4059-MAC,CH04,CCD,NGS011,2020-12-11 14:41:49,2020-12-11 14:42:12,2020-12-11 18:51:49,Unknown,Fola,2020-12-11 23:18:31,Completed,Closed
2959,AXA-20201212-4060-WiFi11,CH03,TwinsDeck,NGS019,2020-12-12 13:08:22,2020-12-12 13:13:56,2020-12-12 13:52:10,Customers End,Mary,2020-12-12 18:17:25,Completed,Closed
2960,AXA-20201203-4061-WiFi4,CH02,Transnational,NGS022,2020-12-03 11:52:31,2020-12-03 12:01:05,2020-12-03 16:23:17,Line damage,Kingsley,2020-12-03 22:09:47,Completed,Closed
2961,AXA-20201219-4062-C95,CH06,TwinsDeck,NGS011,2020-12-19 10:50:48,2020-12-19 10:57:58,2020-12-19 12:06:35,Customers End,Jennifer,2020-12-19 15:25:57,Completed,Closed
2962,AXA-20201219-4063-WiFi7,CH04,Jacobs,NGS030,2020-12-19 08:08:11,2020-12-19 08:13:46,2020-12-19 10:39:28,Customers End,Sekina,2020-12-19 15:08:48,Completed,Closed
2963,AXA-20201203-4064-MCON,CH01,Berger,NGS013,2020-12-03 11:59:04,2020-12-03 12:00:42,2020-12-03 14:08:15,Customers End,Bola,2020-12-03 17:29:52,Completed,Closed
2964,AXA-20201222-4065-WiFi11,CH03,Denna,NGS001,2020-12-22 10:35:51,2020-12-22 10:39:07,2020-12-22 11:42:42,Customers End,Tunde,2020-12-22 17:02:38,Completed,Closed
2965,AXA-20201226-4066-WLESS,CH01,CCD,NGS016,2020-12-26 12:17:06,2020-12-26 12:17:17,2020-12-26 12:48:48,Customers End,Sheg,2020-12-26 17:38:13,Completed,Closed
2966,AXA-20201212-4067-MAC,CH05,BetSan,NGS024,2020-12-12 11:43:43,2020-12-12 11:48:27,2020-12-12 14:05:41,Line damage,Goodluck,2020-12-12 19:46:37,Completed,Closed
2967,AXA-20201220-4068-WiFi11,CH02,Cejex,NGS015,2020-12-20 15:20:09,2020-12-20 15:29:45,2020-12-20 18:31:16,Routine Service,Jonathan,2020-12-20 22:58:55,Completed,Closed
2968,AXA-20201225-4069-WiFi10,CH04,CCD,NGS020,2020-12-25 09:52:47,2020-12-25 09:58:21,2020-12-25 12:10:01,Line damage,Jennifer,2020-12-25 16:37:17,Completed,Closed
2969,AXA-20201211-4070-VOICE,CH06,FoodCo,NGS011,2020-12-11 15:21:24,2020-12-11 15:26:48,2020-12-11 16:29:10,Customers End,Jennifer,2020-12-11 19:52:26,Completed,Closed
2970,AXA-20201205-4071-ICS,CH02,Ultimate,NGS009,2020-12-05 15:56:13,2020-12-05 15:57:35,2020-12-05 21:22:04,Customers End,Sola,2020-12-06 03:15:59,Completed,Closed
2972,AXA-20201219-4073-WiFi7,CH02,BetSan,NGS009,2020-12-19 14:29:55,2020-12-19 14:30:11,2020-12-19 16:11:20,Unknown,Kingsley,2020-12-19 19:43:38,Completed,Closed
2973,AXA-20201205-4074-WiFi5,CH03,Jiji,NGS005,2020-12-05 14:17:07,2020-12-05 14:27:47,2020-12-05 16:56:34,Support network failures,Sherifat,2020-12-05 22:27:00,Completed,Closed
2975,AXA-20201204-4076-WiFi10,CH06,International,NGS011,2020-12-04 12:59:50,2020-12-04 13:04:31,2020-12-04 15:27:10,Unknown,Tunde,2020-12-04 21:21:37,Completed,Closed
2976,AXA-20201214-4077-EVOICE,CH01,Lemway,NGS011,2020-12-14 15:42:55,2020-12-14 15:48:13,2020-12-14 19:05:41,Customers End,Habeeb,2020-12-14 22:24:37,Completed,Closed
2977,AXA-20201211-4078-WiFi10,CH02,PrinceLine,NGS024,2020-12-11 12:28:41,2020-12-11 12:39:22,2020-12-11 15:21:39,Routine Service,Sola,2020-12-11 19:52:27,Completed,Closed
2978,AXA-20201216-4079-C95,CH06,NTAS,NGS033,2020-12-16 11:22:51,2020-12-16 11:28:03,2020-12-16 14:11:11,Routine Service,Atiku,2020-12-16 17:49:27,Completed,Closed
2979,AXA-20201228-4080-MAC,CH06,Chanrai's,NGS025,2020-12-28 12:22:41,2020-12-28 12:33:29,2020-12-28 14:57:49,Customers End,Sola,2020-12-28 19:43:41,Completed,Closed
2981,AXA-20201204-4082-ICS,CH03,Pentacept,NGS020,2020-12-04 09:44:46,2020-12-04 09:48:04,2020-12-04 12:08:18,Customers End,Goodluck,2020-12-04 16:50:54,Completed,Closed
2982,AXA-20201227-4083-VOICE,CH03,Nabett,NGS029,2020-12-27 09:59:25,2020-12-27 10:06:07,2020-12-27 14:40:53,Unknown,Atiku,2020-12-27 19:07:09,Completed,Closed
2983,AXA-20201222-4084-WLESS,CH02,Transnational,NGS001,2020-12-22 09:42:35,2020-12-22 09:50:09,2020-12-22 13:25:56,Customers End,Ore,2020-12-22 19:03:52,Completed,Closed
2984,AXA-20201205-4085-WiFi7,CH05,Ultimate,NGS011,2020-12-05 09:29:53,2020-12-05 09:40:16,2020-12-05 14:50:55,Customers End,Sherifat,2020-12-05 19:11:32,Completed,Closed
2985,AXA-20201208-4086-WLESS,CH05,MIEC,NGS017,2020-12-08 09:28:17,2020-12-08 09:31:28,2020-12-08 13:14:08,Line damage,Vitus,2020-12-08 19:04:58,Completed,Closed
2986,AXA-20201225-4087-WiFi7,CH03,Transnational,NGS001,2020-12-25 09:05:04,2020-12-25 09:06:21,2020-12-25 12:40:36,Routine Service,Myers,2020-12-25 17:58:51,Completed,Closed
2987,AXA-20201216-4088-WiFi3,CH04,Wemathon,NGS001,2020-12-16 08:42:25,2020-12-16 08:50:40,2020-12-16 09:35:59,Unknown,Sherifat,2020-12-16 14:27:33,Completed,Closed
2988,AXA-20201214-4089-WLESS,CH05,Sahad,NGS017,2020-12-14 11:07:19,2020-12-14 11:10:34,2020-12-14 16:20:22,Support network failures,Popoola,2020-12-14 22:01:35,Completed,Closed
2989,AXA-20201220-4090-ICS,CH06,Xpertech,NGS004,2020-12-20 11:42:57,2020-12-20 11:53:39,2020-12-20 14:31:07,Customers End,Kola,2020-12-20 19:11:54,Completed,Closed
2990,AXA-20201228-4091-WiFi9,CH01,NTAS,NGS010,2020-12-28 12:33:02,2020-12-28 12:40:33,2020-12-28 16:23:15,Line damage,Segun,2020-12-28 22:13:40,Completed,Closed
2991,AXA-20201225-4092-WiFi4,CH06,Union,NGS005,2020-12-25 09:19:38,2020-12-25 09:25:47,2020-12-25 12:29:17,Customers End,Paul,2020-12-25 17:42:31,Completed,Closed
2992,AXA-20201210-4093-WiFi9,CH02,Jacobs,NGS009,2020-12-10 08:40:51,2020-12-10 08:48:22,2020-12-10 11:50:47,Routine Service,Myers,2020-12-10 15:34:23,Completed,Closed
2993,AXA-20201216-4094-VOICE,CH02,Denna,NGS004,2020-12-16 11:35:00,2020-12-16 11:40:05,2020-12-16 15:53:32,Line damage,Bukky,2020-12-16 21:41:21,Completed,Closed
2994,AXA-20201210-4095-MAC,CH03,BetSan,NGS016,2020-12-10 10:11:01,2020-12-10 10:18:37,2020-12-10 15:18:49,Customers End,Habeeb,2020-12-10 18:39:20,Completed,Closed
2995,AXA-20201213-4096-WiFi5,CH06,Nabett,NGS007,2020-12-13 11:09:35,2020-12-13 11:19:12,2020-12-13 13:47:31,Unknown,Vitus,2020-12-13 19:29:15,Completed,Closed
2996,AXA-20201215-4097-HSE,CH06,GTBN,NGS001,2020-12-15 11:17:39,2020-12-15 11:17:48,2020-12-15 14:57:18,Customers End,Kingsley,2020-12-15 19:45:34,Completed,Closed
2997,AXA-20201219-4098-WiFi3,CH04,BetSan,NGS015,2020-12-19 14:35:01,2020-12-19 14:38:07,2020-12-19 15:13:38,Routine Service,Vitus,2020-12-19 19:01:51,Completed,Closed
2998,AXA-20201212-4099-VOICE,CH03,Jiji,NGS002,2020-12-12 13:11:51,2020-12-12 13:12:00,2020-12-12 16:19:27,Routine Service,Sekina,2020-12-12 21:11:12,Completed,Closed
2999,AXA-20201214-4100-VOICE,CH03,Xpertech,NGS012,2020-12-14 10:17:00,2020-12-14 10:26:06,2020-12-14 11:58:38,Line damage,Atiku,2020-12-14 16:42:50,Completed,Closed
3000,AXA-20201220-4101-WiFi6,CH01,BetSan,NGS020,2020-12-20 10:51:47,2020-12-20 10:55:27,2020-12-20 16:32:07,Line damage,Tunde,2020-12-20 20:16:59,Completed,Closed
3001,AXA-20201217-4102-WiFi3,CH06,Sterling,NGS033,2020-12-17 10:36:41,2020-12-17 10:37:18,2020-12-17 14:01:58,Routine Service,Vitus,2020-12-17 17:29:47,Completed,Closed
3002,AXA-20201215-4103-VOICE,CH03,International,NGS014,2020-12-15 12:29:02,2020-12-15 12:32:39,2020-12-15 16:55:23,Customers End,Sekina,2020-12-15 21:23:15,Completed,Closed
3003,AXA-20201208-4104-WiFi11,CH01,WetinLas,NGS010,2020-12-08 15:20:45,2020-12-08 15:28:30,2020-12-08 17:53:38,hardware failure,Vitus,2020-12-08 21:26:58,Completed,Closed
3004,AXA-20201218-4105-WLESS,CH06,Alumaco,NGS012,2020-12-18 13:02:34,2020-12-18 13:03:02,2020-12-18 17:28:32,Unknown,Tunde,2020-12-18 20:56:24,Completed,Closed
3005,AXA-20201228-4106-C100,CH05,Ultimate,NGS005,2020-12-28 14:50:49,2020-12-28 14:56:15,2020-12-28 19:18:26,Line damage,Sekina,2020-12-28 22:59:47,Completed,Closed
3006,AXA-20201213-4107-WLESS,CH03,BetSan,NGS007,2020-12-13 13:59:21,2020-12-13 14:07:41,2020-12-13 18:19:01,Line damage,Goodluck,2020-12-13 22:58:23,Completed,Closed
3008,AXA-20201211-4109-WiFi5,CH06,Ultimate,NGS022,2020-12-11 14:45:17,2020-12-11 14:50:52,2020-12-11 15:36:38,Customers End,Myers,2020-12-11 19:52:55,Completed,Closed
3009,AXA-20201221-4110-WiFi10,CH05,CL,NGS033,2020-12-21 10:31:02,2020-12-21 10:36:38,2020-12-21 13:56:01,Line damage,Brenda,2020-12-21 17:39:24,Completed,Closed
3010,AXA-20201218-4111-EVOICE,CH06,Jacobs,NGS013,2020-12-18 14:28:13,2020-12-18 14:34:23,2020-12-18 15:57:59,Customers End,Jonathan,2020-12-18 21:27:50,Completed,Closed
3011,AXA-20201223-4112-ICS,CH01,Sahad,NGS009,2020-12-23 10:58:58,2020-12-23 11:07:41,2020-12-23 13:22:21,Line damage,Atiku,2020-12-23 18:16:47,Completed,Closed
3012,AXA-20201217-4113-WiFi5,CH05,Ultimate,NGS033,2020-12-17 13:57:29,2020-12-17 14:02:53,2020-12-17 18:35:32,Customers End,Myers,2020-12-17 22:55:17,Completed,Closed
3014,AXA-20201221-4115-WiFi5,CH03,BetSan,NGS027,2020-12-21 14:22:28,2020-12-21 14:30:12,2020-12-21 15:47:21,Customers End,Tunde,2020-12-21 20:10:44,Completed,Closed
3015,AXA-20201206-4116-MCON,CH05,FoodCo,NGS012,2020-12-06 08:50:14,2020-12-06 08:59:59,2020-12-06 11:22:46,Customers End,Vitus,2020-12-06 15:46:41,Completed,Closed
3016,AXA-20201209-4117-VOICE,CH05,Allied,NGS022,2020-12-09 12:14:31,2020-12-09 12:18:00,2020-12-09 17:35:30,Customers End,Jonathan,2020-12-09 22:24:51,Completed,Closed
3017,AXA-20201209-4118-WiFi8,CH02,Sahad,NGS037,2020-12-09 09:40:58,2020-12-09 09:46:22,2020-12-09 12:07:10,Routine Service,Sherifat,2020-12-09 17:55:25,Completed,Closed
3018,AXA-20201206-4119-WiFi4,CH02,SPARD,NGS011,2020-12-06 15:53:21,2020-12-06 15:53:38,2020-12-06 17:55:02,Routine Service,Kingsley,2020-12-06 21:44:58,Completed,Closed
3019,AXA-20201226-4120-HSE,CH06,BetSan,NGS004,2020-12-26 11:20:12,2020-12-26 11:25:22,2020-12-26 16:32:52,Line damage,Vitus,2020-12-26 19:45:26,Completed,Closed
3020,AXA-20201211-4121-WiFi3,CH03,Comvicong,NGS012,2020-12-11 11:37:43,2020-12-11 11:42:19,2020-12-11 14:43:38,Customers End,Brenda,2020-12-11 20:18:17,Completed,Closed
3021,AXA-20201207-4122-HSE,CH04,International,NGS015,2020-12-07 08:44:41,2020-12-07 08:46:48,2020-12-07 09:30:00,Line damage,Jonathan,2020-12-07 13:11:16,Completed,Closed
3022,AXA-20201211-4123-HSE,CH04,Tranos,NGS027,2020-12-11 14:17:05,2020-12-11 14:27:13,2020-12-11 18:57:42,Customers End,Fola,2020-12-12 00:13:55,Completed,Closed
3023,AXA-20201220-4124-C100,CH04,Jiji,NGS004,2020-12-20 14:44:14,2020-12-20 14:52:42,2020-12-20 17:30:16,Line damage,Bola,2020-12-20 21:14:49,Completed,Closed
3024,AXA-20201216-4125-WiFi3,CH04,ExcluDive,NGS014,2020-12-16 15:15:18,2020-12-16 15:18:30,2020-12-16 19:31:35,Customers End,Kola,2020-12-16 23:51:10,Completed,Closed
3025,AXA-20201210-4126-WiFi7,CH02,WinBen,NGS020,2020-12-10 09:38:03,2020-12-10 09:47:49,2020-12-10 12:30:18,Customers End,Kingsley,2020-12-10 17:14:52,Completed,Closed
3026,AXA-20201228-4127-CBS,CH06,Jiji,NGS005,2020-12-28 08:45:17,2020-12-28 08:50:28,2020-12-28 10:51:14,Line damage,Jonathan,2020-12-28 14:35:29,Completed,Closed
3027,AXA-20201211-4128-HSE,CH02,Eversharpmaster,NGS029,2020-12-11 12:00:20,2020-12-11 12:07:50,2020-12-11 14:44:36,Customers End,Bukky,2020-12-11 18:10:47,Completed,Closed
3028,AXA-20201217-4129-WiFi7,CH01,Transnational,NGS002,2020-12-17 10:32:03,2020-12-17 10:42:37,2020-12-17 13:19:02,Line damage,Paul,2020-12-17 18:05:51,Completed,Closed
3029,AXA-20201214-4130-WiFi9,CH05,Union,NGS004,2020-12-14 09:12:39,2020-12-14 09:14:20,2020-12-14 14:43:29,Customers End,Sherifat,2020-12-14 18:17:21,Completed,Closed
3030,AXA-20201207-4131-EVOICE,CH01,Addide,NGS015,2020-12-07 12:40:01,2020-12-07 12:41:25,2020-12-07 18:17:12,Customers End,Kingsley,2020-12-07 22:52:37,Completed,Closed
3031,AXA-20201205-4132-MAC,CH06,ExcluDive,NGS019,2020-12-05 11:38:17,2020-12-05 11:39:05,2020-12-05 13:13:28,Customers End,Myers,2020-12-05 17:32:49,Completed,Closed
3032,AXA-20201228-4133-VOICE,CH04,ACCNI,NGS034,2020-12-28 13:19:34,2020-12-28 13:19:58,2020-12-28 15:36:29,Line damage,Sekina,2020-12-28 19:52:49,Completed,Closed
3033,AXA-20201204-4134-WiFi9,CH02,Wazpper,NGS010,2020-12-04 08:16:07,2020-12-04 08:18:50,2020-12-04 13:57:23,Customers End,Ore,2020-12-04 18:14:52,Completed,Closed
3034,AXA-20201210-4135-WiFi11,CH01,Xpertech,NGS011,2020-12-10 12:39:04,2020-12-10 12:42:44,2020-12-10 12:46:31,Line damage,Amelia,2020-12-10 16:31:53,Completed,Closed
3035,AXA-20201219-4136-WiFi11,CH01,Jiji,NGS010,2020-12-19 11:27:04,2020-12-19 11:30:41,2020-12-19 13:13:01,Customers End,Habeeb,2020-12-19 16:46:36,Completed,Closed
3036,AXA-20201215-4137-C95,CH05,TITech,NGS037,2020-12-15 08:27:13,2020-12-15 08:28:01,2020-12-15 10:44:18,Line damage,Sekina,2020-12-15 14:29:42,Completed,Closed
3037,AXA-20201217-4138-WLESS,CH01,Spreadweb,NGS015,2020-12-17 13:34:15,2020-12-17 13:40:36,2020-12-17 17:01:21,Customers End,Sherifat,2020-12-17 22:16:45,Completed,Closed
3038,AXA-20201215-4139-WiFi3,CH01,Bates,NGS029,2020-12-15 08:16:20,2020-12-15 08:22:34,2020-12-15 14:02:18,Customers End,Atiku,2020-12-15 17:50:05,Completed,Closed
3039,AXA-20201208-4140-EVOICE,CH05,SPARD,NGS002,2020-12-08 11:30:53,2020-12-08 11:33:00,2020-12-08 15:35:46,Line damage,Jonathan,2020-12-08 21:05:41,Completed,Closed
3040,AXA-20201221-4141-WiFi6,CH05,Gloo,NGS005,2020-12-21 13:34:00,2020-12-21 13:41:23,2020-12-21 19:25:29,Customers End,Kola,2020-12-22 01:07:08,Completed,Closed
3041,AXA-20201213-4142-WiFi10,CH01,CCD,NGS029,2020-12-13 09:19:35,2020-12-13 09:24:19,2020-12-13 12:29:49,Unknown,Habeeb,2020-12-13 16:57:10,Completed,Closed
3043,AXA-20201209-4144-HSE,CH01,Eversharpmaster,NGS014,2020-12-09 14:09:51,2020-12-09 14:18:17,2020-12-09 20:01:02,Customers End,Sherifat,2020-12-10 01:41:33,Completed,Closed
3044,AXA-20201217-4145-WiFi5,CH01,Dan,NGS009,2020-12-17 10:57:07,2020-12-17 11:04:31,2020-12-17 16:04:38,Customers End,Jennifer,2020-12-17 21:40:13,Completed,Closed
3045,AXA-20201205-4146-WiFi8,CH02,Union,NGS006,2020-12-05 12:01:32,2020-12-05 12:01:50,2020-12-05 14:33:58,Line damage,Atiku,2020-12-05 19:27:11,Completed,Closed
3046,AXA-20201207-4147-VOICE,CH01,BetSan,NGS002,2020-12-07 14:46:25,2020-12-07 14:46:36,2020-12-07 16:00:46,Line damage,Sekina,2020-12-07 19:27:58,Completed,Closed
3047,AXA-20201202-4148-EVOICE,CH03,Computek,NGS033,2020-12-02 11:52:24,2020-12-02 11:57:33,2020-12-02 17:09:12,Customers End,Kingsley,2020-12-02 21:01:47,Completed,Closed
3048,AXA-20201217-4149-WiFi6,CH04,FoodCo,NGS006,2020-12-17 14:15:49,2020-12-17 14:17:02,2020-12-17 15:26:21,Line damage,Ore,2020-12-17 19:50:34,Completed,Closed
3050,AXA-20201217-4151-HSE,CH05,Cassava,NGS033,2020-12-17 15:46:32,2020-12-17 15:50:52,2020-12-17 17:13:27,Customers End,Goodluck,2020-12-17 20:30:52,Completed,Closed
3051,AXA-20201201-4152-MCON,CH03,Allied,NGS016,2020-12-01 10:11:41,2020-12-01 10:21:28,2020-12-01 15:43:34,Customers End,Bola,2020-12-01 20:37:03,Completed,Closed
3052,AXA-20201218-4153-MAC,CH05,Spreadweb,NGS037,2020-12-18 13:08:32,2020-12-18 13:16:40,2020-12-18 14:16:57,Routine Service,John,2020-12-18 18:40:12,Completed,Closed
3053,AXA-20201207-4154-MAC,CH01,Cassava,NGS029,2020-12-07 11:26:30,2020-12-07 11:32:42,2020-12-07 16:17:05,Unknown,Kachi,2020-12-07 20:47:28,Completed,Closed
3054,AXA-20201226-4155-WiFi4,CH04,Jacobs,NGS011,2020-12-26 08:51:17,2020-12-26 08:52:51,2020-12-26 12:30:55,Routine Service,Ore,2020-12-26 15:52:49,Completed,Closed
3055,AXA-20201212-4156-HSE,CH01,Transnational,NGS003,2020-12-12 10:39:38,2020-12-12 10:45:04,2020-12-12 15:16:11,Routine Service,Kingsley,2020-12-12 19:56:26,Completed,Closed
3056,AXA-20201217-4157-MAC,CH05,ShopLite,NGS003,2020-12-17 09:23:07,2020-12-17 09:33:18,2020-12-17 13:02:28,Unknown,Ore,2020-12-17 17:28:03,Completed,Closed
3057,AXA-20201227-4158-WiFi5,CH02,FoodCo,NGS020,2020-12-27 15:35:32,2020-12-27 15:37:58,2020-12-27 21:21:32,Customers End,Segun,2020-12-28 02:01:27,Completed,Closed
3058,AXA-20201227-4159-C100,CH03,SupaTram,NGS018,2020-12-27 14:36:02,2020-12-27 14:39:21,2020-12-27 17:16:25,Customers End,Bola,2020-12-27 20:59:36,Completed,Closed
3059,AXA-20201213-4160-VOICE,CH02,Cho,NGS021,2020-12-13 09:24:08,2020-12-13 09:27:16,2020-12-13 13:50:54,Customers End,Mary,2020-12-13 17:37:35,Completed,Closed
3060,AXA-20201208-4161-VOICE,CH06,FoodCo,NGS002,2020-12-08 12:14:34,2020-12-08 12:23:04,2020-12-08 16:35:38,Routine Service,Myers,2020-12-08 22:13:05,Completed,Closed
3061,AXA-20201228-4162-MCON,CH06,FoodCo,NGS034,2020-12-28 15:07:33,2020-12-28 15:12:21,2020-12-28 19:39:25,Traffic Spikes,Tunde,2020-12-29 01:19:44,Completed,Closed
3062,AXA-20201209-4163-C95,CH02,Blenco,NGS005,2020-12-09 15:19:00,2020-12-09 15:25:20,2020-12-09 16:29:38,Routine Service,Sheg,2020-12-09 21:56:59,Completed,Closed
3063,AXA-20201213-4164-WiFi9,CH03,ROCAD,NGS004,2020-12-13 09:42:41,2020-12-13 09:52:01,2020-12-13 14:23:10,Customers End,Kingsley,2020-12-13 18:07:39,Completed,Closed
3064,AXA-20201222-4165-WLESS,CH04,ROCAD,NGS002,2020-12-22 14:59:10,2020-12-22 15:07:28,2020-12-22 19:52:35,Line damage,Ore,2020-12-23 00:34:06,Completed,Closed
3065,AXA-20201218-4166-WiFi6,CH03,SupaTram,NGS017,2020-12-18 15:30:32,2020-12-18 15:41:17,2020-12-18 15:46:21,Customers End,Akin,2020-12-18 21:12:53,Completed,Closed
3067,AXA-20201206-4168-VOICE,CH04,CCD,NGS008,2020-12-06 08:15:16,2020-12-06 08:25:52,2020-12-06 11:01:37,Routine Service,Bukky,2020-12-06 16:31:04,Completed,Closed
3068,AXA-20201211-4169-MAC,CH06,WinBen,NGS010,2020-12-11 12:02:41,2020-12-11 12:09:56,2020-12-11 12:39:21,Line damage,Ore,2020-12-11 16:54:45,Completed,Closed
3069,AXA-20201223-4170-WiFi8,CH02,Denna,NGS015,2020-12-23 14:04:07,2020-12-23 14:09:12,2020-12-23 19:11:34,Customers End,Akin,2020-12-24 00:46:15,Completed,Closed
3070,AXA-20201222-4171-WiFi9,CH05,SupaTram,NGS004,2020-12-22 09:45:20,2020-12-22 09:47:53,2020-12-22 13:49:10,Customers End,Sola,2020-12-22 17:13:40,Completed,Closed
3071,AXA-20201217-4172-WiFi9,CH02,Ultimate,NGS025,2020-12-17 08:26:04,2020-12-17 08:29:37,2020-12-17 11:14:41,Customers End,Sekina,2020-12-17 17:09:07,Completed,Closed
3072,AXA-20201213-4173-WiFi10,CH04,Union,NGS009,2020-12-13 12:07:37,2020-12-13 12:17:23,2020-12-13 17:22:26,Customers End,Goodluck,2020-12-13 20:38:04,Completed,Closed
3073,AXA-20201223-4174-WiFi4,CH05,Addide,NGS002,2020-12-23 13:06:17,2020-12-23 13:13:59,2020-12-23 13:47:36,Routine Service,Myers,2020-12-23 17:28:48,Completed,Closed
3074,AXA-20201213-4175-HSE,CH01,Dan,NGS004,2020-12-13 08:46:33,2020-12-13 08:46:48,2020-12-13 09:49:05,Customers End,Amelia,2020-12-13 13:11:50,Completed,Closed
3075,AXA-20201225-4176-WiFi4,CH03,Arik,NGS012,2020-12-25 12:59:29,2020-12-25 13:09:07,2020-12-25 17:37:12,Line damage,Brenda,2020-12-25 20:57:51,Completed,Closed
3076,AXA-20201220-4177-HSE,CH01,ACCNI,NGS003,2020-12-20 14:54:38,2020-12-20 15:02:14,2020-12-20 15:22:29,Customers End,Bola,2020-12-20 19:38:54,Completed,Closed
3077,AXA-20201208-4178-ICS,CH03,PWAN,NGS001,2020-12-08 12:37:55,2020-12-08 12:48:30,2020-12-08 18:30:14,Line damage,Goodluck,2020-12-08 22:53:01,Completed,Closed
3078,AXA-20201227-4179-C95,CH02,Cassava,NGS019,2020-12-27 13:56:36,2020-12-27 13:57:53,2020-12-27 18:14:01,Line damage,Brenda,2020-12-27 22:49:31,Completed,Closed
3079,AXA-20201201-4180-C95,CH04,Cassava,NGS011,2020-12-01 11:55:16,2020-12-01 12:00:59,2020-12-01 16:43:18,Customers End,John,2020-12-01 22:11:48,Completed,Closed
3080,AXA-20201222-4181-WLESS,CH01,Dan,NGS005,2020-12-22 14:40:56,2020-12-22 14:48:12,2020-12-22 16:28:58,Customers End,Kingsley,2020-12-22 19:42:36,Completed,Closed
3082,AXA-20201221-4183-WiFi5,CH05,ShopLite,NGS025,2020-12-21 08:30:05,2020-12-21 08:39:46,2020-12-21 10:57:57,Customers End,Brenda,2020-12-21 16:23:48,Completed,Closed
3083,AXA-20201206-4184-WiFi3,CH01,TwinsDeck,NGS026,2020-12-06 14:56:33,2020-12-06 15:03:53,2020-12-06 16:23:30,Customers End,Tunde,2020-12-06 22:13:47,Completed,Closed
